"23","Trump","that s call busi by the way","9/26/16"
"24","Clinton","nine million peopl -- nine million peopl lost their job five million peopl lost their home and 13 trillion in famili wealth wa wipe out now we have come back from that abyss and it ha not been easi So we re now on the precipic of have a potenti much better economi but the last thing we need to do is to go back to the polici that fail us in the first place independ expert have look at what I ve propos and look at what donald s propos and basic they ve said thi that if hi tax plan which would blow up the debt by over 5 trillion and would in some instanc disadvantag middle-class famili compar to the wealthi were to go into effect we would lose 3 5 million job and mayb have anoth recess they ve look at my plan and they ve said OK if we can do thi and I intend to get it done we will have 10 million more new job becaus we will be make invest where we can grow the economi take clean energi some countri is go to be the clean- energi superpow of the 21st centuri donald think that climat chang is a hoax perpetr by the chines I think it s real","9/26/16"
"25","Trump","I did not I did not I do not say that","9/26/16"
"26","Clinton","I think scienc is real","9/26/16"
"27","Trump","I do not say that","9/26/16"
"28","Clinton","and I think it s import that we grip thi and deal with it both at home and abroad and here s what we can do We can deploy a half a billion more solar panel We can have enough clean energi to power everi home We can build a new modern electr grid that s a lot of job that s a lot of new econom activ So I ve tri to be veri specif about what we can and should do and I am determin that we re go to get the economi realli move again build on the progress we ve made over the last eight year but never go back to what got us in troubl in the first place","9/26/16"
"30","Trump","she talk about solar panel We invest in a solar compani our countri that wa a disast they lost plenti of money on that one now look I m a great believ in all form of energi but we re put a lot of peopl out of work our energi polici are a disast our countri is lose so much in term of energi in term of pay off our debt you can t do what you re look to do with 20 trillion in debt the obama administr from the time they ve come in is over 230 year worth of debt and he s top it He s doubl it in a cours of almost eight year seven-and-a-half year to be semi- exact So I will tell you thi We have to do a much better job at keep our job and we have to do a much better job at give compani incent to build new compani or to expand becaus they re not do it and all you have to do is look at michigan and look at ohio and look at all of these place where so mani of their job and their compani are just leav they re gone and hillari I d just ask you thi you ve been do thi for 30 year whi are you just think about these solut right now for 30 year you ve been do it and now you re just start to think of solut","9/26/16"
"31","Clinton","well actual","9/26/16"
"32","Trump","I will bring -- excus me I will bring back job you can t bring back job","9/26/16"
"33","Clinton","well actual I have thought about thi quit a bit","9/26/16"
"34","Trump","yeah for 30 year","9/26/16"
"35","Clinton","and I have -- well not quit that long I think my husband did a pretti good job in the 1990 I think a lot about what work and how we can make it work again","9/26/16"
"36","Trump","well he approv nafta","9/26/16"
"38","Clinton","million new job a balanc budget","9/26/16"
"39","Trump","He approv nafta which is the singl worst trade deal ever approv in thi countri","9/26/16"
"40","Clinton","incom went up for everybodi manufactur job went up also in the 1990 if we re actual go to look at the fact when I wa in the senat I had a number of trade deal that came befor me and I held them all to the same test will they creat job in america will they rais incom in america and are they good for our nation secur some of them I vote for the biggest one a multin one known as cafta I vote against and becaus I hold the same standard as I look at all of these trade deal but let s not assum that trade is the onli challeng we have in the economi I think it is a part of it and I ve said what I m go to do I m go to have a special prosecutor We re go to enforc the trade deal we have and we re go to hold peopl account when I wa secretari of state we actual increas american export global 30 percent We increas them to china 50 percent So I know how to realli work to get new job and to get export that help to creat more new job","9/26/16"
"42","Trump","but you haven t done it in 30 year or 26 year or ani number you want to","9/26/16"
"43","Clinton","well I ve been a senat donald","9/26/16"
"44","Trump","you haven t done it you haven t done it","9/26/16"
"45","Clinton","and I have been a secretari of state","9/26/16"
"46","Trump","excus me","9/26/16"
"47","Clinton","and I have done a lot","9/26/16"
"48","Trump","your husband sign nafta which wa one of the worst thing that ever happen to the manufactur industri","9/26/16"
"49","Clinton","well that s your opinion that is your opinion","9/26/16"
"50","Trump","you go to new england you go to ohio pennsylvania you go anywher you want secretari clinton and you will see devast where manufactur is down 30 40 sometim 50 percent nafta is the worst trade deal mayb ever sign anywher but certainli ever sign in thi countri and now you want to approv trans-pacif partnership you were total in favor of it then you heard what I wa say how bad it is and you said I can t win that debat but you know that if you did win you would approv that and that will be almost as bad as nafta noth will ever top nafta","9/26/16"
"51","Clinton","well that is just not accur I wa against it onc it wa final negoti and the term were laid out I wrote about that in","9/26/16"
"52","Trump","you call it the gold standard","9/26/16"
"54","Trump","you call it the gold standard of trade deal you said it s the finest deal you ve ever seen","9/26/16"
"55","Clinton","No","9/26/16"
"56","Trump","and then you heard what I said about it and all of a sudden you were against it","9/26/16"
"57","Clinton","well donald I know you live in your own realiti but that is not the fact the fact are -- I did say I hope it would be a good deal but when it wa negoti","9/26/16"
"58","Trump","not","9/26/16"
"59","Clinton","which I wa not respons for I conclud it wasn t I wrote about that in my book","9/26/16"
"60","Trump","So is it presid obama s fault","9/26/16"
"61","Clinton","befor you even announc","9/26/16"
"62","Trump","Is it presid obama s fault","9/26/16"
"63","Clinton","look there are differ","9/26/16"
"64","Trump","secretari is it presid obama s fault","9/26/16"
"65","Clinton","there are","9/26/16"
"66","Trump","becaus he s push it","9/26/16"
"67","Clinton","there are differ view about what s good for our countri our economi and our leadership in the world and I think it s import to look at what we need to do to get the economi go again that s whi I said new job with rise incom invest not in more tax cut that would add 5 trillion to the debt","9/26/16"
"68","Trump","but you have no plan","9/26/16"
"69","Clinton","but in -- oh but I do","9/26/16"
"70","Trump","secretari you have no plan","9/26/16"
"71","Clinton","In fact I have written a book about it It s call stronger togeth you can pick it up tomorrow at a bookstor","9/26/16"
"72","Trump","that s about all you ve","9/26/16"
"75","Clinton","or at an airport near you","9/26/16"
"77","Clinton","but it s becaus I see thi -- we need to have strong growth fair growth sustain growth We also have to look at how we help famili balanc the respons at home and the respons at busi So we have a veri robust set of plan and peopl have look at both of our plan have conclud that mine would creat 10 million job and your would lose us 3 5 million job and explod the debt which would have a recess","9/26/16"
"78","Trump","you are go to approv one of the biggest tax cut in histori you are go to approv one of the biggest tax increas in histori you are go to drive busi out your regul are a disast and you re go to increas regul all over the place and by the way my tax cut is the biggest sinc ronald reagan I m veri proud of it It will creat tremend number of new job but regul you are go to regul these busi out of exist when I go around -- lester I tell you thi I ve been all over and when I go around despit the tax cut the thing -- the thing that busi as in peopl like the most is the fact that I m cut regul you have regul on top of regul and new compani cannot form and old compani are go out of busi and you want to increas the regul and make them even wors I m go to cut regul I m go to cut tax big leagu and you re go to rais tax big leagu end of stori","9/26/16"
"80","Clinton","that can t -- that can t be left to stand","9/26/16"
"82","Clinton","I kind of assum that there would be a lot of these charg and claim and so","9/26/16"
"83","Trump","fact","9/26/16"
"84","Clinton","So we have taken the home page of my websit hillaryclinton com and we ve turn it into a fact-check So if you want to see in real-tim what the fact are pleas go and take a look becaus what I have propos","9/26/16"
"85","Trump","and take a look at mine also and you ll see","9/26/16"
"86","Clinton","would not add a penni to the debt and your plan would add 5 trillion to the debt what I have propos would cut regul and streamlin them for small busi what I have propos would be paid for by rais tax on the wealthi becaus they have made all the gain in the economi and I think it s time that the wealthi and corpor paid their fair share to support thi countri","9/26/16"
"88","Trump","well could I just finish -- I think I","9/26/16"
"91","Trump","I think I should -- you go to her websit and you take a look at her websit","9/26/16"
"93","Trump","she s go to rais tax 1 3 trillion","9/26/16"
"95","Trump","and look at her websit you know what It s no differ than thi she s tell us how to fight isi just go to her websit she tell you how to fight isi on her websit I don t think gener dougla macarthur would like that too much","9/26/16"
"97","Clinton","well at least I have a plan to fight isi","9/26/16"
"99","Trump","No no you re tell the enemi everyth you want to do","9/26/16"
"100","Clinton","No we re not No we re not","9/26/16"
"101","Trump","see you re tell the enemi everyth you want to do No wonder you ve been fight -- no wonder you ve been fight isi your entir adult life","9/26/16"
"102","Clinton","that s a -- that s -- go to the -- pleas fact checker get to work","9/26/16"
"104","Trump","well I m realli call for major job becaus the wealthi are go creat tremend job they re go to expand their compani they re go to do a tremend job I m get rid of the carri interest provis and if you realli look it s not a tax -- it s realli not a great thing for the wealthi It s a great thing for the middl class It s a great thing for compani to expand and when these peopl are go to put billion and billion of dollar into compani and when they re go to bring 2 5 trillion back from oversea where they can t bring the money back becaus politician like secretari clinton won t allow them to bring the money back becaus the tax are so oner and the bureaucrat red tape so what -- is so bad So what they re do is they re leav our countri and they re believ it or not leav becaus tax are too high and becaus some of them have lot of money outsid of our countri and instead of bring it back and put the money to work becaus they can t work out a deal to -- and everybodi agre it should be brought back instead of that they re leav our countri to get their money becaus they can t bring their money back into our countri becaus of bureaucrat red tape becaus they can t get togeth becaus we have -- we have a presid that can t sit them around a tabl and get them to approv someth and here s the thing republican and democrat agre that thi should be done 2 5 trillion I happen to think it s doubl that It s probabl 5 trillion that we can t bring into our countri lester and with a littl leadership you d get it in here veri quickli and it could be put to use on the inner citi and lot of other thing and it would be beauti but we have no leadership and honestli that start with secretari clinton","9/26/16"
"106","Clinton","I have a feel that by the end of thi even I m go to be blame for everyth that s ever happen","9/26/16"
"107","Trump","whi not","9/26/16"
"108","Clinton","whi not yeah whi not","9/26/16"
"110","Clinton","you know just join the debat by say more crazi thing now let me say thi it is absolut the case","9/26/16"
"111","Trump","there s noth crazi about not let our compani bring their money back into their countri","9/26/16"
"113","Trump","ye","9/26/16"
"114","Clinton","yeah well let s start the clock again lester We ve look at your tax propos I don t see chang in the corpor tax rate or the kind of propos you re refer to that would caus the repatri bring back of money that s strand oversea I happen to support that","9/26/16"
"115","Trump","then you didn t read it","9/26/16"
"116","Clinton","I happen to -- I happen to support that in a way that will actual work to our benefit but when I look at what you have propos you have what is call now the trump loophol becaus it would so advantag you and the busi you do you ve propos an approach that ha a","9/26/16"
"117","Trump","who gave it that name the first I ve -- who gave it that name","9/26/16"
"120","Clinton","4 billion tax benefit for your famili and when you look at what you are propos","9/26/16"
"121","Trump","how much how much for my famili","9/26/16"
"122","Clinton","it is","9/26/16"
"123","Trump","lester how much","9/26/16"
"124","Clinton","as I said trumped-up trickle-down trickle-down did not work It got us into the mess we were in in 2008 and 2009 slash tax on the wealthi hasn t work and a lot of realli smart wealthi peopl know that and they are say hey we need to do more to make the contribut we should be make to rebuild the middl class","9/26/16"
"125","Clinton","I don t think top-down work in america I think build the middl class invest in the middl class make colleg debt-fre so more young peopl can get their educ help peopl refin their -- their debt from colleg at a lower rate those are the kind of thing that will realli boost the economi broad-bas inclus growth is what we need in america not more advantag for peopl at the veri top","9/26/16"
"127","Trump","typic politician all talk no action sound good doesn t work never go to happen our countri is suffer becaus peopl like secretari clinton have made such bad decis in term of our job and in term of what s go on now look we have the worst reviv of an economi sinc the great depress and believ me We re in a bubbl right now and the onli thing that look good is the stock market but if you rais interest rate even a littl bit that s go to come crash down We are in a big fat ugli bubbl and we better be aw care and we have a fed that s do polit thing thi janet yellen of the fed the fed is do polit -- by keep the interest rate at thi level and believ me the day obama goe off and he leav and goe out to the golf cours for the rest of hi life to play golf when they rais interest rate you re go to see some veri bad thing happen becaus the fed is not do their job the fed is be more polit than secretari clinton","9/26/16"
"129","Trump","I don t mind releas -- I m under a routin audit and it ll be releas and -- as soon as the audit s finish it will be releas but you will learn more about donald trump by go down to the feder elect where I file a 104-page essenti financi statement of sort the form that they have It show incom -- in fact the incom -- I just look today -- the incom is file at 694 million for thi past year 694 million If you would have told me I wa go to make that 15 or 20 year ago I would have been veri surpris but that s the kind of think that our countri need when we have a countri that s do so badli that s be rip off by everi singl countri in the world it s the kind of think that our countri need becaus everybodi -- lester we have a trade deficit with all of the countri that we do busi with of almost 800 billion a year you know what that is that mean who s negoti these trade deal We have peopl that are polit hack negoti our trade deal","9/26/16"
"131","Trump","excus me","9/26/16"
"133","Trump","well I told you I will releas them as soon as the audit look I ve been under audit almost for 15 year I know a lot of wealthi peopl that have never been audit I said do you get audit I get audit almost everi year and in a way I should be complain I m not even complain I don t mind it It s almost becom a way of life I get audit by the ir but other peopl don t I will say thi We have a situat in thi countri that ha to be taken care of I will releas my tax return -- against my lawyer s wish -- when she releas her 33 000 e-mail that have been delet As soon as she releas them I will releas","9/26/16"
"135","Trump","I will releas my tax return and that s against -- my lawyer they say don t do it I will tell you thi No -- in fact watch show they re read the paper almost everi lawyer say you don t releas your return until the audit s complet when the audit s complet I ll do it but I would go against them if she releas her e-mail","9/26/16"
"137","Trump","It s not negoti no let her releas the e-mail whi did she delet 33 000","9/26/16"
"139","Clinton","well I think you ve seen anoth exampl of bait-and- switch here for 40 year everyon run for presid ha releas their tax return you can go and see nearli I think 39 40 year of our tax return but everyon ha done it We know the ir ha made clear there is no prohibit on releas it when you re under audit So you ve got to ask yourself whi won t he releas hi tax return and I think there may be a coupl of reason first mayb he s not as rich as he say he is second mayb he s not as charit as he claim to be","9/26/16"
"140","Clinton","third we don t know all of hi busi deal but we have been told through investig report that he owe about 650 million to wall street and foreign bank Or mayb he doesn t want the american peopl all of you watch tonight to know that he s paid noth in feder tax becaus the onli year that anybodi s ever seen were a coupl of year when he had to turn them over to state author when he wa tri to get a casino licens and they show he didn t pay ani feder incom tax","9/26/16"
"141","Trump","that make me smart","9/26/16"
"142","Clinton","So if he s paid zero that mean zero for troop zero for vet zero for school or health and I think probabl he s not all that enthusiast about have the rest of our countri see what the real reason are becaus it must be someth realli import even terribl that he s tri to hide and the financi disclosur statement they don t give you the tax rate they don t give you all the detail that tax return would and it just seem to me that thi is someth that the american peopl deserv to see and I have no reason to believ that he s ever go to releas hi tax return becaus there s someth he s hide and we ll guess We ll keep guess at what it might be that he s hide but I think the question is were he ever to get near the white hous what would be those conflict who doe he owe money to well he owe you the answer to that and he should provid them","9/26/16"
"144","Clinton","I do you know I made a mistak use a privat e- mail trump","9/26/16"
"145","Clinton","and if I had to do it over again I would obvious do it differ but I m not go to make ani excus It wa a mistak and I take respons for that","9/26/16"
"147","Trump","that wa more than a mistak that wa done purpos OK that wa not a mistak that wa done purpos when you have your staff take the fifth amend take the fifth so they re not prosecut when you have the man that set up the illeg server take the fifth I think it s disgrac and believ me thi countri think it s -- realli think it s disgrac also As far as my tax return you don t learn that much from tax return that I can tell you you learn a lot from financi disclosur and you should go down and take a look at that the other thing I m extrem underleverag the report that said 650 -- which by the way a lot of friend of mine that know my busi say boy that s realli not a lot of money It s not a lot of money rel to what I had the build that were in question they said in the same report which wa -- actual it wasn t even a bad stori to be honest with you but the build are worth 3 9 billion and the 650 isn t even on that but it s not 650 It s much less than that but I could give you a list of bank I would -- if that would help you I would give you a list of bank these are veri fine institut veri fine bank I could do that veri quickli I am veri underleverag I have a great compani I have a tremend incom and the reason I say that is not in a braggadocio way It s becaus it s about time that thi countri had somebodi run it that ha an idea about money when we have 20 trillion in debt and our countri s a mess you know it s one thing to have 20 trillion in debt and our road are good and our bridg are good and everyth s in great shape our airport our airport are like from a third world countri you land at laguardia you land at kennedi you land at lax you land at newark and you come in from dubai and qatar and you see these incred -- you come in from china you see these incred airport and you land -- we ve becom a third world countri So the worst of all thing ha happen We owe 20 trillion and we re a mess We haven t even start and we ve spent 6 trillion in the middl east accord to a report that I just saw whether it s 6 or 5 but it look like it s 6 6 trillion in the middl east we could have rebuilt our countri twice and it s realli a shame and it s politician like secretari clinton that have caus thi problem our countri ha tremend problem We re a debtor nation We re a seriou debtor nation and we have a countri that need new road new tunnel new bridg new airport new school new hospit and we don t have the money becaus it s been squander on so mani of your idea","9/26/16"
"149","Clinton","and mayb becaus you haven t paid ani feder incom tax for a lot of year and the other thing I think is import","9/26/16"
"151","Trump","It would be squander too believ me","9/26/16"
"152","Clinton","is if your -- if your main claim to be presid of the unit state is your busi then I think we should talk about that you know your campaign manag said that you built a lot of busi on the back of littl guy and inde I have met a lot of the peopl who were stif by you and your busi donald I ve met dishwash painter architect glass instal marbl instal draperi instal like my dad wa who you refus to pay when they finish the work that you ask them to do We have an architect in the audienc who design one of your clubhous at one of your golf cours It s a beauti facil It immedi wa put to use and you wouldn t pay what the man need to be paid what he wa charg you to do","9/26/16"
"153","Trump","mayb he didn t do a good job and I wa unsatisfi with hi work","9/26/16"
"154","Clinton","well to","9/26/16"
"155","Trump","which our countri should do too","9/26/16"
"156","Clinton","Do the thousand of peopl that you have stif over the cours of your busi not deserv some kind of apolog from someon who ha taken their labor taken the good that they produc and then refus to pay them I can onli say that I m certainli reliev that my late father never did busi with you He provid a good middle-class life for us but the peopl he work for he expect the bargain to be kept on both side and when we talk about your busi you ve taken busi bankruptci six time there are a lot of great businesspeopl that have never taken bankruptci onc you call yourself the king of debt you talk about leverag you even at one time suggest that you would tri to negoti down the nation debt of the unit state","9/26/16"
"157","Trump","wrong wrong","9/26/16"
"158","Clinton","well sometim there s not a direct transfer of skill from busi to govern but sometim what happen in busi would be realli bad for govern","9/26/16"
"160","Clinton","and we need to be veri clear about that","9/26/16"
"161","Trump","So yeah I think -- I do think it s time look it s all word it s all sound bite I built an unbeliev compani some of the greatest asset anywher in the world real estat asset anywher in the world beyond the unit state in europ lot of differ place It s an unbeliev compani but on occas four time we use certain law that are there and when secretari clinton talk about peopl that didn t get paid first of all they did get paid a lot but taken advantag of the law of the nation now if you want to chang the law you ve been there a long time chang the law but I take advantag of the law of the nation becaus I m run a compani My oblig right now is to do well for myself my famili my employe for my compani and that s what I do but what she doesn t say is that ten of thousand of peopl that are unbeliev happi and that love me I ll give you an exampl We re just open up on pennsylvania avenu right next to the white hous so if I don t get there one way I m go to get to pennsylvania avenu anoth but we re open the old post offic under budget ahead of schedul save tremend money I m a year ahead of schedul and that s what thi countri should be do We build road and they cost two and three and four time what they re suppos to cost We buy product for our militari and they come in at cost that are so far abov what they were suppos to be becaus we don t have peopl that know what they re do when we look at the budget the budget is bad to a larg extent becaus we have peopl that have no idea as to what to do and how to buy the trump intern is way under budget and way ahead of schedul and we should be abl to do that for our countri","9/26/16"
"163","Clinton","well you re right race remain a signific challeng in our countri unfortun race still determin too much often determin where peopl live determin what kind of educ in their public school they can get and ye it determin how they re treat in the crimin justic system We ve just seen those two tragic exampl in both tulsa and charlott and we ve got to do sever thing at the same time We have to restor trust between commun and the polic We have to work to make sure that our polic are use the best train the best techniqu that they re well prepar to use forc onli when necessari everyon should be respect by the law and everyon should respect the law","9/26/16"
"164","Clinton","right now that s not the case in a lot of our neighborhood So I have ever sinc the first day of my campaign call for crimin justic reform I ve laid out a platform that I think would begin to remedi some of the problem we have in the crimin justic system but we also have to recogn in addit to the challeng that we face with polic there are so mani good brave polic offic who equal want reform So we have to bring commun togeth in order to begin work on that as a mutual goal and we ve got to get gun out of the hand of peopl who should not have them the gun epidem is the lead caus of death of young african- american men more than the next nine caus put togeth So we have to do two thing as I said We have to restor trust We have to work with the polic We have to make sure they respect the commun and the commun respect them and we have to tackl the plagu of gun violenc which is a big contributor to a lot of the problem that we re see today","9/26/16"
"166","Trump","well first of all secretari clinton doesn t want to use a coupl of word and that s law and order and we need law and order If we don t have it we re not go to have a countri and when I look at what s go on in charlott a citi I love a citi where I have invest when I look at what s go on throughout variou part of our countri whether it s -- I mean I can just keep name them all day long -- we need law and order in our countri I just got today the as you know the endors of the fratern order of polic we just -- just came in We have endors from I think almost everi polic group veri -- I mean a larg percentag of them in the unit state We have a situat where we have our inner citi african- american hispan are live in he ll becaus it s so danger you walk down the street you get shot In chicago they ve had thousand of shoot thousand sinc januari 1st thousand of shoot and I m say where is thi Is thi a war-torn countri what are we do and we have to stop the violenc We have to bring back law and order In a place like chicago where thousand of peopl have been kill thousand over the last number of year in fact almost 4 000 have been kill sinc barack obama becam presid over -- almost 4 000 peopl in chicago have been kill We have to bring back law and order now whether or not in a place like chicago you do stop and frisk which work veri well mayor giuliani is here work veri well in new york It brought the crime rate way down but you take the gun away from crimin that shouldn t be have it We have gang roam the street and in mani case they re illeg here illeg immigr and they have gun and they shoot peopl and we have to be veri strong and we have to be veri vigil We have to be -- we have to know what we re do right now our polic in mani case are afraid to do anyth We have to protect our inner citi becaus african-american commun are be decim by crime decim","9/26/16"
"168","Trump","No you re wrong It went befor a judg who wa a veri against-polic judg It wa taken away from her and our mayor our new mayor refus to go forward with the case they would have won an appeal If you look at it throughout the countri there are mani place where it s allow","9/26/16"
"170","Trump","No the argument is that we have to take the gun away from these peopl that have them and they are bad peopl that shouldn t have them these are felon these are peopl that are bad peopl that shouldn t be -- when you have 3 000 shoot in chicago from januari 1st when you have 4 000 peopl kill in chicago by gun from the begin of the presid of barack obama hi hometown you have to have stop-and-frisk you need more polic you need a better commun you know relat you don t have good commun relat in chicago It s terribl I have properti there It s terribl what s go on in chicago but when you look -- and chicago s not the onli -- you go to ferguson you go to so mani differ place you need better relationship I agre with secretari clinton on thi","9/26/16"
"171","Trump","you need better relationship between the commun and the polic becaus in some case it s not good but you look at dalla where the relationship were realli studi the relationship were realli a beauti thing and then five polic offic were kill one night veri violent So there s some bad thing go on some realli bad thing","9/26/16"
"173","Trump","but we need -- lester we need law and order and we need law and order in the inner citi becaus the peopl that are most affect by what s happen are african-american and hispan peopl and it s veri unfair to them what our politician are allow to happen","9/26/16"
"175","Clinton","well I ve heard -- I ve heard donald say thi at hi ralli and it s realli unfortun that he paint such a dire neg pictur of black commun in our countri","9/26/16"
"176","Trump","ugh","9/26/16"
"177","Clinton","you know the vibranc of the black church the black busi that employ so mani peopl the opportun that so mani famili are work to provid for their kid there s a lot that we should be proud of and we should be support and lift up but we do alway have to make sure we keep peopl safe there are the right way of do it and then there are way that are ineffect stop-and-frisk wa found to be unconstitut and in part becaus it wa ineffect It did not do what it need to do now I believ in commun polic and in fact violent crime is one-half of what it wa in 1991 properti crime is down 40 percent We just don t want to see it creep back up We ve had 25 year of veri good cooper but there were some problem some unintend consequ too mani young african-american and latino men end up in jail for nonviol offens and it s just a fact that if you re a young african-american man and you do the same thing as a young white man you are more like to be arrest charg convict and incarcer So we ve got to address the system racism in our crimin justic system We cannot just say law and order We have to say -- we have to come forward with a plan that is go to divert peopl from the crimin justic system deal with mandatori minimum sentenc which have put too mani peopl away for too long for do too littl We need to have more second chanc program I m glad that we re end privat prison in the feder system I want to see them end in the state system you shouldn t have a profit motiv to fill prison cell with young american So there are some posit way we can work on thi and I believ strongli that commonsens gun safeti measur would assist us right now -- and thi is someth donald ha support along with the gun lobbi -- right now we ve got too mani military- style weapon on the street In a lot of place our polic are outgun We need comprehens background check and we need to keep gun out of the hand of those who will do harm and we final need to pass a prohibit on anyon who s on the terrorist watch list from be abl to buy a gun in our countri If you re too danger to fli you are too danger to buy a gun So there are thing we can do and we ought to do it in a bipartisan way","9/26/16"
"179","Clinton","lester I think implicit bia is a problem for everyon not just polic I think unfortun too mani of us in our great countri jump to conclus about each other and therefor I think we need all of us to be ask hard question about you know whi am I feel thi way but when it come to polic sinc it can have liter fatal consequ I have said in my first budget we would put money into that budget to help us deal with implicit bia by retrain a lot of our polic offic I ve met with a group of veri distinguish experienc polic chief a few week ago they admit it s an issu they ve got a lot of concern mental health is one of the biggest concern becaus now polic are have to handl a lot of realli difficult mental health problem on the street","9/26/16"
"180","Clinton","they want support they want more train they want more assist and I think the feder govern could be in a posit where we would offer and provid that","9/26/16"
"182","Trump","I d like to respond to that","9/26/16"
